,ID,요일,기상상태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,연,월,일,시간,도시,구,동,도로형태1,도로형태2,설치개수,cnt,급지구분_1,급지구분_2,급지구분_3
1358,ACCIDENT_01358,일요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,39세,경상,자전거,남,37세,경상,2019,2,10,14,대구광역시,동구,용수동,단일로,기타,90.0,,,,
1359,ACCIDENT_01359,일요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,32세,상해없음,이륜,남,44세,경상,2019,2,10,14,대구광역시,중구,동산동,교차로,교차로안,134.0,1.0,4.0,0.0,0.0
1360,ACCIDENT_01360,일요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,58세,부상신고,승용,남,41세,상해없음,2019,2,10,14,대구광역시,중구,남산동,단일로,기타,1474.0,9.0,12.0,0.0,0.0
1361,ACCIDENT_01361,일요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,36세,상해없음,승용,남,50세,경상,2019,2,10,14,대구광역시,달서구,성당동,교차로,교차로부근,46.0,,0.0,1.0,2.0
1362,ACCIDENT_01362,일요일,맑음,건조,차대차,측면충돌,신호위반,승용,여,51세,상해없음,이륜,남,27세,경상,2019,2,10,17,대구광역시,달서구,본동,교차로,교차로안,290.0,,0.0,0.0,2.0
1363,ACCIDENT_01363,일요일,맑음,건조,차대차,측면충돌,신호위반,승용,여,58세,상해없음,이륜,남,57세,경상,2019,2,10,17,대구광역시,북구,침산동,교차로,교차로안,732.0,7.0,8.0,15.0,2.0
1364,ACCIDENT_01364,일요일,맑음,건조,차대차,추돌,안전운전불이행,화물,남,51세,상해없음,승합,남,48세,경상,2019,2,10,17,대구광역시,달서구,이곡동,단일로,기타,404.0,,0.0,1.0,1.0
1365,ACCIDENT_01365,일요일,맑음,건조,차대차,측면충돌,중앙선침범,이륜,남,63세,부상신고,승용,남,49세,상해없음,2019,2,10,18,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
1366,ACCIDENT_01366,일요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,52세,상해없음,승용,남,46세,경상,2019,2,10,18,대구광역시,동구,방촌동,교차로,교차로안,917.0,,0.0,0.0,2.0
1367,ACCIDENT_01367,일요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,66세,상해없음,승용,남,49세,경상,2019,2,10,18,대구광역시,수성구,신매동,교차로,교차로부근,,,,,
1368,ACCIDENT_01368,일요일,맑음,건조,차대사람,기타,불법유턴,승용,여,26세,상해없음,보행자,남,42세,경상,2019,2,10,19,대구광역시,동구,신암동,단일로,기타,2057.0,,0.0,1.0,0.0
1369,ACCIDENT_01369,일요일,맑음,건조,차대차,측면충돌,중앙선침범,승용,남,58세,상해없음,이륜,남,23세,경상,2019,2,10,20,대구광역시,동구,효목동,단일로,기타,1164.0,,,,
1370,ACCIDENT_01370,일요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,62세,기타불명,이륜,남,31세,중상,2019,2,10,21,대구광역시,수성구,범어동,교차로,교차로안,,,,,
1371,ACCIDENT_01371,일요일,맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,남,36세,상해없음,승용,남,42세,경상,2019,2,10,23,대구광역시,중구,대봉동,교차로,교차로안,637.0,,5.0,0.0,0.0
1372,ACCIDENT_01372,월요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,31세,상해없음,승용,남,33세,경상,2019,2,11,1,대구광역시,북구,노원동1가,단일로,기타,197.0,2.0,9.0,3.0,0.0
1373,ACCIDENT_01373,월요일,맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,남,56세,상해없음,보행자,남,80세,중상,2019,2,11,4,대구광역시,수성구,만촌동,교차로,교차로횡단보도내,,,,,
1374,ACCIDENT_01374,월요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,54세,상해없음,승용,남,28세,중상,2019,2,11,6,대구광역시,달서구,진천동,교차로,교차로안,627.0,,0.0,1.0,3.0
1375,ACCIDENT_01375,월요일,맑음,건조,차대차,기타,안전운전불이행,화물,남,40세,상해없음,승용,남,32세,경상,2019,2,11,7,대구광역시,북구,읍내동,단일로,지하차도(도로)내,369.0,13.0,0.0,13.0,2.0
1376,ACCIDENT_01376,월요일,맑음,건조,차대차,측면충돌,안전운전불이행,이륜,남,34세,부상신고,승용,남,62세,상해없음,2019,2,11,8,대구광역시,동구,신천동,단일로,기타,1032.0,,7.0,0.0,0.0
1377,ACCIDENT_01377,월요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,여,43세,상해없음,승용,여,27세,경상,2019,2,11,8,대구광역시,동구,입석동,교차로,교차로안,325.0,,,,
1378,ACCIDENT_01378,월요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,59세,상해없음,승용,남,52세,경상,2019,2,11,8,대구광역시,북구,고성동2가,단일로,기타,84.0,1.0,2.0,0.0,0.0
1379,ACCIDENT_01379,월요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,76세,상해없음,승용,남,65세,상해없음,2019,2,11,8,대구광역시,달서구,두류동,단일로,기타,1290.0,,0.0,3.0,3.0
1380,ACCIDENT_01380,월요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,64세,상해없음,이륜,남,62세,경상,2019,2,11,9,대구광역시,수성구,이천동,기타,기타,,,,,
1381,ACCIDENT_01381,월요일,맑음,건조,차대차,측면충돌,안전운전불이행,이륜,남,50세,부상신고,승용,여,53세,상해없음,2019,2,11,9,대구광역시,북구,서변동,단일로,기타,237.0,5.0,0.0,0.0,3.0
1382,ACCIDENT_01382,월요일,맑음,건조,차대사람,보도통행중,보행자보호의무위반,승용,남,32세,상해없음,보행자,여,20세,중상,2019,2,11,10,대구광역시,수성구,지산동,단일로,기타,,,,,
1383,ACCIDENT_01383,월요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,59세,상해없음,승용,여,27세,경상,2019,2,11,10,대구광역시,달서구,월암동,교차로,교차로안,96.0,,0.0,0.0,8.0
1384,ACCIDENT_01384,월요일,맑음,건조,차대사람,횡단중,보행자보호의무위반,화물,남,62세,상해없음,보행자,남,38세,경상,2019,2,11,11,대구광역시,수성구,범어동,교차로,교차로횡단보도내,,,,,
1385,ACCIDENT_01385,월요일,맑음,건조,차대차,측면충돌,안전거리미확보,이륜,남,35세,부상신고,화물,남,33세,상해없음,2019,2,11,12,대구광역시,수성구,신매동,단일로,기타,,,,,
1386,ACCIDENT_01386,월요일,맑음,건조,차대사람,횡단중,신호위반,승용,여,53세,상해없음,보행자,여,87세,경상,2019,2,11,13,대구광역시,북구,산격동,단일로,기타,968.0,8.0,0.0,29.0,13.0
1387,ACCIDENT_01387,월요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,57세,상해없음,이륜,남,17세,경상,2019,2,11,13,대구광역시,서구,비산동,단일로,기타,,,,,
1388,ACCIDENT_01388,월요일,맑음,건조,차대차,기타,안전운전불이행,이륜,남,71세,상해없음,승용,여,40세,경상,2019,2,11,13,대구광역시,서구,원대동3가,기타,기타,,,,,
1389,ACCIDENT_01389,월요일,맑음,건조,차대사람,보도통행중,기타,기타불명,기타불명,미분류,기타불명,보행자,남,13세,부상신고,2019,2,11,14,대구광역시,달서구,용산동,단일로,기타,480.0,,0.0,2.0,2.0
1390,ACCIDENT_01390,월요일,맑음,건조,차대사람,횡단중,안전운전불이행,승용,여,37세,상해없음,보행자,남,50세,경상,2019,2,11,16,대구광역시,남구,봉덕동,단일로,기타,1424.0,8.0,9.0,3.0,0.0
1391,ACCIDENT_01391,월요일,맑음,건조,차대차,추돌,안전운전불이행,화물,남,49세,중상,승용,남,50세,경상,2019,2,11,17,대구광역시,수성구,범어동,교차로,교차로부근,,,,,
1392,ACCIDENT_01392,월요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,71세,상해없음,승용,여,48세,상해없음,2019,2,11,17,대구광역시,달서구,감삼동,단일로,기타,932.0,,0.0,1.0,3.0
1393,ACCIDENT_01393,월요일,맑음,건조,차대차,기타,신호위반,승용,남,47세,상해없음,승용,남,44세,경상,2019,2,11,17,대구광역시,달서구,죽전동,교차로,교차로안,399.0,,0.0,3.0,1.0
1394,ACCIDENT_01394,월요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,58세,상해없음,승용,남,52세,경상,2019,2,11,17,대구광역시,달서구,파호동,기타,기타,37.0,,0.0,0.0,1.0
1395,ACCIDENT_01395,월요일,맑음,건조,차대차,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,자전거,여,27세,경상,2019,2,11,18,대구광역시,달서구,상인동,단일로,기타,843.0,,0.0,0.0,5.0
1396,ACCIDENT_01396,월요일,맑음,건조,차대차,추돌,안전거리미확보,화물,남,50세,상해없음,승용,남,47세,경상,2019,2,11,18,대구광역시,달서구,용산동,단일로,기타,480.0,,0.0,2.0,2.0
1397,ACCIDENT_01397,월요일,맑음,기타,차대차,추돌,안전운전불이행,승용,남,59세,상해없음,승용,남,66세,경상,2019,2,11,19,대구광역시,남구,대명동,기타,기타,5377.0,26.0,20.0,1.0,0.0
1398,ACCIDENT_01398,월요일,맑음,건조,차대사람,기타,안전운전불이행,승용,남,32세,상해없음,보행자,여,80세,중상,2019,2,11,19,대구광역시,동구,효목동,교차로,교차로안,1164.0,,,,
1399,ACCIDENT_01399,월요일,맑음,건조,차대차,기타,교차로운행방법위반,승용,남,37세,상해없음,이륜,남,18세,경상,2019,2,11,19,대구광역시,달서구,상인동,교차로,교차로부근,843.0,,0.0,0.0,5.0
1400,ACCIDENT_01400,월요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,51세,상해없음,승합,남,36세,경상,2019,2,11,21,대구광역시,서구,상리동,교차로,교차로안,,,,,
1401,ACCIDENT_01401,월요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,61세,상해없음,이륜,남,33세,중상,2019,2,11,22,대구광역시,달서구,월성동,교차로,교차로안,164.0,,0.0,1.0,0.0
1402,ACCIDENT_01402,월요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,42세,상해없음,승용,남,63세,경상,2019,2,11,23,대구광역시,달서구,본동,교차로,교차로안,290.0,,0.0,0.0,2.0
1403,ACCIDENT_01403,화요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,31세,상해없음,승용,남,52세,중상,2019,2,12,0,대구광역시,남구,봉덕동,교차로,교차로부근,1424.0,8.0,9.0,3.0,0.0
1404,ACCIDENT_01404,화요일,맑음,건조,차대차,측면충돌,신호위반,화물,남,56세,상해없음,승용,남,55세,경상,2019,2,12,0,대구광역시,북구,산격동,교차로,교차로안,968.0,8.0,0.0,29.0,13.0
1405,ACCIDENT_01405,화요일,맑음,건조,차대차,측면충돌,신호위반,승용,여,58세,상해없음,승용,남,40세,경상,2019,2,12,5,대구광역시,수성구,상동,교차로,교차로안,700.0,5.0,,,
1406,ACCIDENT_01406,화요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,72세,경상,승용,남,40세,상해없음,2019,2,12,5,대구광역시,달서구,대곡동,교차로,교차로부근,136.0,,,,
1407,ACCIDENT_01407,화요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,35세,상해없음,승용,남,72세,경상,2019,2,12,5,대구광역시,중구,계산동2가,교차로,교차로부근,86.0,,2.0,0.0,0.0
1408,ACCIDENT_01408,화요일,맑음,건조,차대사람,기타,안전운전불이행,승용,남,39세,상해없음,보행자,여,73세,중상,2019,2,12,8,대구광역시,달서구,장기동,기타,기타,335.0,,0.0,2.0,1.0
1409,ACCIDENT_01409,화요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,49세,상해없음,승용,여,41세,경상,2019,2,12,9,대구광역시,수성구,수성동4가,단일로,기타,,,,,
1410,ACCIDENT_01410,화요일,맑음,건조,차대차,측면충돌,기타,승용,여,56세,부상신고,승용,남,41세,중상,2019,2,12,9,대구광역시,수성구,두산동,교차로,교차로안,473.0,5.0,,,
1411,ACCIDENT_01411,화요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,75세,경상,승용,남,31세,경상,2019,2,12,10,대구광역시,달서구,송현동,교차로,교차로안,1365.0,,0.0,7.0,7.0
1412,ACCIDENT_01412,화요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,여,58세,상해없음,이륜,남,30세,경상,2019,2,12,11,대구광역시,수성구,두산동,교차로,교차로안,473.0,5.0,,,
1413,ACCIDENT_01413,화요일,맑음,건조,차대사람,보도통행중,기타,자전거,남,76세,상해없음,보행자,남,59세,경상,2019,2,12,12,대구광역시,달서구,성당동,기타,기타,46.0,,0.0,1.0,2.0
1414,ACCIDENT_01414,화요일,맑음,건조,차대차,기타,안전운전불이행,이륜,남,36세,부상신고,승용,남,47세,상해없음,2019,2,12,12,대구광역시,북구,태전동,단일로,기타,306.0,13.0,0.0,14.0,1.0
1415,ACCIDENT_01415,화요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승합,남,38세,상해없음,이륜,남,77세,중상,2019,2,12,13,대구광역시,달서구,월성동,교차로,교차로안,164.0,,0.0,1.0,0.0
1416,ACCIDENT_01416,화요일,맑음,건조,차대차,측면충돌,안전거리미확보,화물,남,47세,상해없음,승용,여,57세,경상,2019,2,12,15,대구광역시,동구,용계동,단일로,기타,352.0,,,,
1417,ACCIDENT_01417,화요일,맑음,건조,차대사람,기타,안전운전불이행,승용,남,66세,상해없음,보행자,남,60세,중상,2019,2,12,15,대구광역시,북구,산격동,단일로,기타,968.0,8.0,0.0,29.0,13.0
1418,ACCIDENT_01418,화요일,맑음,건조,차대차,추돌,안전거리미확보,자전거,남,73세,중상,화물,남,48세,상해없음,2019,2,12,15,대구광역시,북구,산격동,단일로,기타,968.0,8.0,0.0,29.0,13.0
1419,ACCIDENT_01419,화요일,맑음,건조,차대차,측면충돌,안전거리미확보,건설기계,남,64세,상해없음,승용,남,33세,경상,2019,2,12,16,대구광역시,달서구,상인동,단일로,기타,843.0,,0.0,0.0,5.0
1420,ACCIDENT_01420,화요일,맑음,건조,차대사람,차도통행중,안전운전불이행,승용,남,47세,상해없음,보행자,남,6세,경상,2019,2,12,16,대구광역시,서구,비산동,단일로,터널,,,,,
1421,ACCIDENT_01421,화요일,맑음,건조,차대사람,기타,기타,승용,남,40세,상해없음,보행자,남,44세,경상,2019,2,12,18,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
1422,ACCIDENT_01422,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,화물,남,39세,상해없음,승용,여,65세,경상,2019,2,12,18,대구광역시,수성구,대흥동,단일로,기타,,,,,
1423,ACCIDENT_01423,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,60세,경상,승용,남,68세,경상,2019,2,12,18,대구광역시,서구,평리동,교차로,교차로안,,,,,
1424,ACCIDENT_01424,화요일,맑음,건조,차대차,추돌,안전거리미확보,승용,남,63세,상해없음,승용,남,40세,경상,2019,2,12,18,대구광역시,달서구,장기동,단일로,기타,335.0,,0.0,2.0,1.0
1425,ACCIDENT_01425,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,이륜,여,56세,경상,승용,남,42세,상해없음,2019,2,12,18,대구광역시,북구,서변동,교차로,교차로안,237.0,5.0,0.0,0.0,3.0
1426,ACCIDENT_01426,화요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,65세,상해없음,승용,남,48세,경상,2019,2,12,19,대구광역시,남구,봉덕동,단일로,기타,1424.0,8.0,9.0,3.0,0.0
1427,ACCIDENT_01427,화요일,맑음,건조,차대차,측면충돌,기타,화물,남,42세,상해없음,이륜,남,28세,중상,2019,2,12,19,대구광역시,수성구,만촌동,단일로,기타,,,,,
1428,ACCIDENT_01428,화요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,66세,경상,승용,여,39세,부상신고,2019,2,12,20,대구광역시,동구,신암동,교차로,교차로부근,2057.0,,0.0,1.0,0.0
1429,ACCIDENT_01429,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,41세,상해없음,이륜,남,48세,경상,2019,2,12,21,대구광역시,북구,동변동,단일로,기타,123.0,4.0,0.0,0.0,1.0
1430,ACCIDENT_01430,화요일,맑음,건조,차대차,추돌,안전운전불이행,이륜,남,21세,경상,승용,남,63세,경상,2019,2,12,22,대구광역시,달서구,두류동,단일로,기타,1290.0,,0.0,3.0,3.0
1431,ACCIDENT_01431,화요일,맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,남,75세,상해없음,보행자,남,38세,중상,2019,2,12,23,대구광역시,달서구,도원동,교차로,교차로횡단보도내,91.0,,0.0,0.0,2.0
1432,ACCIDENT_01432,화요일,맑음,건조,차대사람,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,보행자,남,19세,부상신고,2019,2,12,23,대구광역시,달서구,진천동,단일로,기타,627.0,,0.0,1.0,3.0
1433,ACCIDENT_01433,화요일,맑음,건조,차대차,측면충돌,신호위반,이륜,남,20세,경상,승용,남,49세,중상,2019,2,12,23,대구광역시,중구,동인동2가,교차로,교차로안,75.0,,6.0,0.0,0.0
1434,ACCIDENT_01434,수요일,맑음,건조,차량단독,공작물충돌,안전운전불이행,이륜,남,28세,사망,,,,,2019,2,13,0,대구광역시,수성구,상동,단일로,기타,700.0,5.0,,,
1435,ACCIDENT_01435,수요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,32세,경상,화물,남,48세,경상,2019,2,13,4,대구광역시,달서구,신당동,단일로,기타,528.0,,0.0,3.0,3.0
1436,ACCIDENT_01436,수요일,맑음,건조,차대차,정면충돌,안전거리미확보,승용,남,49세,경상,화물,남,45세,상해없음,2019,2,13,8,대구광역시,북구,침산동,단일로,기타,732.0,7.0,8.0,15.0,2.0
1437,ACCIDENT_01437,수요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,여,47세,경상,승용,남,70세,경상,2019,2,13,8,대구광역시,서구,비산동,교차로,교차로안,,,,,
1438,ACCIDENT_01438,수요일,맑음,건조,차대차,기타,안전거리미확보,승용,남,71세,경상,승용,남,29세,경상,2019,2,13,9,대구광역시,동구,신천동,단일로,기타,1032.0,,7.0,0.0,0.0
1439,ACCIDENT_01439,수요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,73세,상해없음,승용,남,32세,경상,2019,2,13,9,대구광역시,동구,신천동,단일로,기타,1032.0,,7.0,0.0,0.0
1440,ACCIDENT_01440,수요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,21세,상해없음,승용,남,33세,부상신고,2019,2,13,9,대구광역시,중구,덕산동,단일로,기타,13.0,1.0,,,
1441,ACCIDENT_01441,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,41세,경상,승용,여,33세,경상,2019,2,13,10,대구광역시,달성군,유가읍,교차로,교차로안,454.0,6.0,0.0,0.0,2.0
1442,ACCIDENT_01442,수요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,26세,상해없음,승합,남,47세,경상,2019,2,13,10,대구광역시,달서구,장기동,단일로,기타,335.0,,0.0,2.0,1.0
1443,ACCIDENT_01443,수요일,맑음,건조,차대사람,기타,안전운전불이행,승용,여,66세,상해없음,보행자,여,83세,경상,2019,2,13,10,대구광역시,북구,태전동,교차로,교차로부근,306.0,13.0,0.0,14.0,1.0
1444,ACCIDENT_01444,수요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,51세,상해없음,원동기,여,61세,경상,2019,2,13,11,대구광역시,북구,대현동,단일로,기타,332.0,5.0,8.0,9.0,0.0
1445,ACCIDENT_01445,수요일,맑음,건조,차대차,기타,안전운전불이행,자전거,남,14세,경상,승용,남,71세,상해없음,2019,2,13,12,대구광역시,달성군,다사읍,기타,기타,876.0,30.0,0.0,0.0,2.0
1446,ACCIDENT_01446,수요일,맑음,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,여,37세,상해없음,보행자,남,53세,경상,2019,2,13,13,대구광역시,수성구,범어동,단일로,기타,,,,,
1447,ACCIDENT_01447,수요일,맑음,건조,차대차,추돌,안전운전불이행,이륜,남,27세,상해없음,승용,여,44세,경상,2019,2,13,14,대구광역시,수성구,황금동,단일로,기타,,,,,
1448,ACCIDENT_01448,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,48세,상해없음,화물,남,50세,경상,2019,2,13,14,대구광역시,수성구,수성동3가,기타,기타,,,,,
1449,ACCIDENT_01449,수요일,맑음,건조,차대차,기타,교차로운행방법위반,승용,여,54세,상해없음,승용,남,53세,경상,2019,2,13,14,대구광역시,달성군,옥포읍,교차로,교차로안,,,,,
1450,ACCIDENT_01450,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,51세,상해없음,승용,남,38세,경상,2019,2,13,14,대구광역시,북구,태전동,교차로,교차로부근,306.0,13.0,0.0,14.0,1.0
1451,ACCIDENT_01451,수요일,맑음,건조,차대차,기타,교차로운행방법위반,승용,남,26세,상해없음,화물,남,23세,경상,2019,2,13,15,대구광역시,달서구,갈산동,교차로,교차로안,349.0,,0.0,0.0,4.0
1452,ACCIDENT_01452,수요일,맑음,건조,차대사람,기타,안전운전불이행,승용,여,49세,상해없음,보행자,여,9세,경상,2019,2,13,16,대구광역시,수성구,매호동,단일로,기타,,,,,
1453,ACCIDENT_01453,수요일,맑음,건조,차대차,추돌,안전운전불이행,이륜,남,29세,경상,승용,남,34세,상해없음,2019,2,13,16,대구광역시,수성구,황금동,교차로,교차로부근,,,,,
1454,ACCIDENT_01454,수요일,맑음,건조,차대차,측면충돌,신호위반,승용,여,60세,상해없음,승용,남,41세,경상,2019,2,13,16,대구광역시,수성구,범어동,교차로,교차로부근,,,,,
1455,ACCIDENT_01455,수요일,맑음,건조,차대차,측면충돌,안전거리미확보,건설기계,남,47세,상해없음,승용,남,58세,경상,2019,2,13,16,대구광역시,서구,비산동,단일로,기타,,,,,
1456,ACCIDENT_01456,수요일,맑음,건조,차대차,기타,안전운전불이행,승용,여,35세,상해없음,승용,남,44세,경상,2019,2,13,17,대구광역시,달성군,현풍읍,단일로,기타,,,,,
1457,ACCIDENT_01457,수요일,맑음,건조,차대차,기타,교차로운행방법위반,승용,남,59세,상해없음,이륜,남,37세,중상,2019,2,13,17,대구광역시,남구,대명동,교차로,교차로안,5377.0,26.0,20.0,1.0,0.0
1458,ACCIDENT_01458,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,39세,경상,승용,남,61세,경상,2019,2,13,17,대구광역시,동구,지묘동,교차로,교차로안,169.0,,,,
1459,ACCIDENT_01459,수요일,맑음,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,여,58세,상해없음,보행자,남,73세,경상,2019,2,13,17,대구광역시,동구,지저동,단일로,기타,420.0,,0.0,0.0,3.0
1460,ACCIDENT_01460,수요일,맑음,건조,차대차,추돌,안전거리미확보,승용,여,27세,경상,화물,남,61세,경상,2019,2,13,18,대구광역시,달서구,대곡동,단일로,기타,136.0,,,,
1461,ACCIDENT_01461,수요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,23세,경상,승용,남,34세,경상,2019,2,13,18,대구광역시,북구,복현동,교차로,교차로안,534.0,11.0,0.0,9.0,5.0
1462,ACCIDENT_01462,수요일,맑음,건조,차대차,측면충돌,중앙선침범,이륜,남,29세,경상,승용,남,40세,경상,2019,2,13,18,대구광역시,서구,중리동,단일로,기타,,,,,
1463,ACCIDENT_01463,수요일,맑음,건조,차대차,기타,중앙선침범,이륜,남,30세,상해없음,이륜,남,22세,경상,2019,2,13,19,대구광역시,동구,효목동,교차로,교차로부근,1164.0,,,,
1464,ACCIDENT_01464,수요일,맑음,건조,차대사람,기타,안전운전불이행,승용,남,47세,기타불명,보행자,여,14세,경상,2019,2,13,19,대구광역시,동구,불로동,기타,기타,622.0,,0.0,0.0,2.0
1465,ACCIDENT_01465,수요일,맑음,건조,차대차,추돌,안전운전불이행,이륜,여,26세,경상,승용,남,52세,상해없음,2019,2,13,19,대구광역시,수성구,황금동,단일로,기타,,,,,
1466,ACCIDENT_01466,수요일,맑음,건조,차대사람,기타,안전운전불이행,승용,여,31세,상해없음,보행자,여,80세,중상,2019,2,13,19,대구광역시,달성군,화원읍,기타,기타,940.0,19.0,0.0,0.0,14.0
1467,ACCIDENT_01467,수요일,맑음,건조,차대사람,횡단중,기타,승용,남,53세,상해없음,보행자,남,67세,중상,2019,2,13,19,대구광역시,북구,침산동,단일로,기타,732.0,7.0,8.0,15.0,2.0
1468,ACCIDENT_01468,수요일,맑음,건조,차대차,기타,교차로운행방법위반,승용,여,44세,상해없음,승용,남,45세,중상,2019,2,13,20,대구광역시,달성군,구지면,교차로,교차로안,579.0,3.0,0.0,0.0,4.0
1469,ACCIDENT_01469,수요일,맑음,건조,차대사람,차도통행중,안전운전불이행,승용,남,65세,상해없음,보행자,여,27세,중상,2019,2,13,21,대구광역시,중구,동성로3가,단일로,기타,29.0,,3.0,0.0,0.0
1470,ACCIDENT_01470,수요일,맑음,건조,차대차,기타,안전거리미확보,승용,남,66세,상해없음,승용,여,56세,경상,2019,2,13,21,대구광역시,북구,동천동,단일로,기타,70.0,7.0,0.0,0.0,7.0
1471,ACCIDENT_01471,수요일,맑음,건조,차대차,측면충돌,기타,승용,남,64세,상해없음,이륜,남,39세,경상,2019,2,13,22,대구광역시,동구,동호동,단일로,기타,205.0,,0.0,0.0,1.0
1472,ACCIDENT_01472,수요일,맑음,건조,차대차,추돌,안전운전불이행,화물,남,46세,상해없음,승용,남,60세,중상,2019,2,13,22,대구광역시,북구,태전동,교차로,교차로부근,306.0,13.0,0.0,14.0,1.0
1473,ACCIDENT_01473,수요일,맑음,건조,차대차,기타,교차로운행방법위반,화물,남,52세,상해없음,승용,남,20세,경상,2019,2,13,22,대구광역시,북구,동호동,교차로,교차로안,60.0,,0.0,0.0,1.0
1474,ACCIDENT_01474,수요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,61세,상해없음,승용,남,25세,경상,2019,2,13,23,대구광역시,달서구,유천동,교차로,교차로안,65.0,,,,
1475,ACCIDENT_01475,목요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,33세,상해없음,이륜,남,65세,경상,2019,2,14,2,대구광역시,달서구,감삼동,교차로,교차로부근,932.0,,0.0,1.0,3.0
1476,ACCIDENT_01476,목요일,맑음,건조,차대차,후진중충돌,안전운전불이행,화물,남,47세,상해없음,승용,여,47세,부상신고,2019,2,14,7,대구광역시,동구,각산동,교차로,교차로부근,139.0,,,,
1477,ACCIDENT_01477,목요일,맑음,건조,차대차,측면충돌,안전운전불이행,자전거,남,41세,경상,승용,남,45세,상해없음,2019,2,14,7,대구광역시,북구,노원동3가,단일로,기타,671.0,,0.0,15.0,14.0
1478,ACCIDENT_01478,목요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,54세,상해없음,승용,남,66세,경상,2019,2,14,8,대구광역시,동구,신암동,단일로,기타,2057.0,,0.0,1.0,0.0
1479,ACCIDENT_01479,목요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,29세,기타불명,승용,여,23세,경상,2019,2,14,8,대구광역시,동구,신천동,교차로,교차로부근,1032.0,,7.0,0.0,0.0
1480,ACCIDENT_01480,목요일,맑음,건조,차대차,추돌,안전운전불이행,화물,남,49세,상해없음,화물,남,48세,경상,2019,2,14,9,대구광역시,달성군,현풍읍,단일로,기타,,,,,
